1;1592748997;269;3;35;
2;1592748997;270;190;2;
3;1592748997;270;1;169;
4;1592748997;270;1;1;
1;1592748997;778;2;144;
2;1592748997;778;73;3;
3;1592748997;778;1;252;
4;1592748997;779;2;2;
1;1592748998;286;2;166;
2;1592748998;286;219;1;
3;1592748998;286;1;69;
4;1592748998;287;3;2;
1;1592748998;794;2;94;
2;1592748998;794;13;3;
3;1592748998;795;0;5;
4;1592748998;795;3;1;
